2026-01-29 20:14:38,757 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /admin ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:38,758 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:38] "GET /admin HTTP/1.1" 200 -
2026-01-29 20:14:38,808 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:38,809 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:38] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 20:14:39,968 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /favicon.ico ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:39,970 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:39] "[36mGET /favicon.ico HTTP/1.1[0m" 304 -
2026-01-29 20:14:43,965 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET / ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:43,966 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:43] "[36mGET / HTTP/1.1[0m" 304 -
2026-01-29 20:14:44,098 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /styles.css ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,099 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "[36mGET /styles.css HTTP/1.1[0m" 304 -
2026-01-29 20:14:44,106 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /app.js ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,107 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "[36mGET /app.js HTTP/1.1[0m" 304 -
2026-01-29 20:14:44,194 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,196 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai/status ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,197 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:44,200 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/ai/status HTTP/1.1" 200 -
2026-01-29 20:14:44,209 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,210 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:44,222 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,223 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,223 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,225 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:44,225 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:44,226 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:44,391 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,396 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 20:14:44,409 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,414 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 20:14:44,425 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,429 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 20:14:44,443 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,444 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,450 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 20:14:44,452 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 20:14:44,463 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,511 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 20:14:44,519 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,569 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 20:14:44,581 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,618 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 20:14:44,632 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,671 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 20:14:44,681 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/decks ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,716 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/decks HTTP/1.1" 200 -
2026-01-29 20:14:44,778 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,779 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /res/decklogos/kenpo_vocabulary.png ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,780 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 20:14:44,780 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "[36mGET /res/decklogos/kenpo_vocabulary.png HTTP/1.1[0m" 304 -
2026-01-29 20:14:44,790 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,791 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 20:14:44,803 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,804 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,804 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/breakdowns/ids ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:44,805 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 20:14:44,806 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 20:14:44,807 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:44] "GET /api/breakdowns/ids HTTP/1.1" 200 -
2026-01-29 20:14:44,815 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:45,152 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:45] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:14:45,167 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:45,177 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:45,542 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/version ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:45,544 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:45] "GET /api/version HTTP/1.1" 200 -
2026-01-29 20:14:45,559 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:45] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:14:45,585 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:45,951 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:45] "GET /api/health HTTP/1.1" 200 -
2026-01-29 20:14:45,957 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:45] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:14:45,962 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:45,969 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:45,982 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:45,985 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:45] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 20:14:46,014 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:46,419 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:46] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:14:46,434 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/groups ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:46,500 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:46] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:14:46,532 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:46,855 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:46] "GET /api/health HTTP/1.1" 200 -
2026-01-29 20:14:46,867 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:46,882 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:46] "GET /api/groups?deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:14:46,980 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:46] "GET /api/counts?&deck_id=kenpo HTTP/1.1" 200 -
2026-01-29 20:14:47,499 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "GET /api/health HTTP/1.1" 200 -
2026-01-29 20:14:47,511 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,832 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri POST /api/logout ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,836 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "POST /api/logout HTTP/1.1" 200 -
2026-01-29 20:14:47,836 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,837 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/settings ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,840 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 20:14:47,844 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "GET /api/settings?scope=all HTTP/1.1" 200 -
2026-01-29 20:14:47,852 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,855 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "GET /api/ai HTTP/1.1" 200 -
2026-01-29 20:14:47,878 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,879 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:47,885 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,886 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "[31m[1mGET /api/counts?&deck_id=kenpo HTTP/1.1[0m" 401 -
2026-01-29 20:14:47,887 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/cards ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,887 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "[31m[1mGET /api/cards?status=active&deck_id=kenpo HTTP/1.1[0m" 401 -
2026-01-29 20:14:47,900 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,900 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "[31m[1mGET /api/counts?&deck_id=kenpo HTTP/1.1[0m" 401 -
2026-01-29 20:14:47,907 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,909 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:47,919 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,920 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:47,935 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,935 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:47,935 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,935 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:47,961 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:47,962 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:47] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:48,197 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:48] "GET /api/health HTTP/1.1" 200 -
2026-01-29 20:14:48,210 | INFO | kenpo | [REQ] ip=47.188.42.192 user=Sidscri GET /api/health ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:48,233 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:48,234 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:48] "[31m[1mGET /api/ai HTTP/1.1[0m" 401 -
2026-01-29 20:14:48,250 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:48,251 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:48] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:48,279 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:48,280 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:48] "[31m[1mGET /api/counts?&deck_id=kenpo HTTP/1.1[0m" 401 -
2026-01-29 20:14:48,294 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:48,295 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:48] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:48,325 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:48,326 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:48] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:48,852 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:48] "GET /api/health HTTP/1.1" 200 -
2026-01-29 20:14:48,879 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/ai ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:48,880 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:48] "[31m[1mGET /api/ai HTTP/1.1[0m" 401 -
2026-01-29 20:14:48,894 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:48,895 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:48] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:48,923 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/counts ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:48,923 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:48] "[31m[1mGET /api/counts?&deck_id=kenpo HTTP/1.1[0m" 401 -
2026-01-29 20:14:48,934 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
2026-01-29 20:14:48,934 | INFO | werkzeug | 47.188.42.192 - - [29/Jan/2026 20:14:48] "GET /api/me HTTP/1.1" 200 -
2026-01-29 20:14:48,964 | INFO | kenpo | [REQ] ip=47.188.42.192 user=- GET /api/me ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.
